cw	pmi_4	raw_4	pmi_10	raw_10	freq
houd_over/verb			-0.1346424	1	12732
houd_tegen/verb			-0.11468795	1	12559
houd_vol/verb	0.710431	1.0	-0.20306796	1	13637
houten/adj			-0.17602548	1	13239
huid/noun			0.030426765	1	10793
huidig/adj	-1.120335	1.0	-0.64739895	4	84893
huifkar_tocht/noun	5.344414	1.0	4.433586	1	133
huis/noun	-1.0564752	2.0	0.047202155	15	159560
huis_DIM/noun			0.4744022	1	6924
huis_hoog/adj	3.6548607	1.0	2.741045	1	717
huiskamer/noun	1.8690096	1.0	0.9558881	1	4275
huiskamer_gezelschap/noun	10.226269	1.0	9.306873	1	1
huiswaarts/adj			2.0202363	1	1485
hulp/noun	0.6379144	3.0	0.4213377	6	44000
hulp_dienst/noun	1.6598094	1.0	1.4425974	2	5288
hulp_middel/noun			2.4693794	3	2837
hulp_monitor/noun			7.7487288	1	5
hulp_trainer/noun	2.6138701	1.0	1.7054958	1	2037
hulpstukken/noun			4.8216133	1	90
hulpverlener/noun			0.39575455	1	7554
huls/noun	3.774417	1.0	2.8657672	1	638
humanioraleerlingen/noun	7.6613193	1.0	6.741924	1	13
humeur/noun			2.0332603	1	1463
hun/det	0.38596287	48.0	0.3209111	112	902917
hun/pron			0.0016590852	1	11074
huppel/verb			2.7375321	1	720
huur_in/verb	1.649157	1.0	0.735997	1	5333
hè/tag			0.4601029	1	7089
iMac/name			3.9595275	1	214
iceberg/name			7.920579	1	4
ideaal/adj	0.8173491	2.0	0.31103465	3	24493
idee/noun	-1.1244892	1.0	-0.09266151	7	85313
idee_DIM/noun	3.09587	1.0	2.1864288	1	1259
identiek/adj	1.8103334	1.0	0.89579636	1	4528
ieder/adv			0.8358915	1	4839
ieder/det	0.56375146	5.0	0.60588515	13	78886
iedereen/pron	0.14495488	7.0	0.17622137	18	168069
iemand/noun	0.54381984	7.0	0.16834795	12	112501
iets/adv			0.5197368	6	39702
iets/noun	-0.5713605	5.0	-0.5288884	13	244998
ietwat/adv	2.3824692	2.0	1.4671803	2	5108
ijkpunt/noun			3.7663941	1	259
ijl/adj	2.934272	1.0	2.0185604	1	1473
ijl/adv			6.0487766	1	26
ijs/noun	0.9647126	1.0	1.1522485	3	10581
ijsbeer/verb			3.5410552	1	329
ijskast/noun			1.9503059	1	1594
ijskoud/adj	2.7104478	1.0	1.7994576	1	1850
ijverig/adj	2.6667745	1.0	1.7537701	1	1925
ik/pron	-0.92128795	37.0	-0.65962756	120	2577275
illustratief/adj			2.4121017	1	996
imago/noun	1.1143684	2.0	0.20320252	2	18202
immens/adj			0.5133673	1	6645
immers/adv	0.069045424	3.0	0.001205094	7	77400
immigratie_procedure/noun	7.741362	1.0	6.8219666	1	12
imposant/adj			1.0365657	1	3943
impressie/noun			2.1352932	1	1314
impressionistische/adj	4.2598014	1.0	3.3454814	1	391
impuls/noun	1.1619084	1.0	0.941387	2	8665
in-lineskates/noun			7.360963	1	7
in/adj	0.42481673	5.0	0.54350036	14	90594
in/adv	1.1222894	5.0	0.39148682	6	45035
in/comp			0.13926809	2	19273
in/fixed	0.44180793	11.0	0.42978838	27	195873
in/name			-0.46550006	1	17808
in/part	0.52087176	17.0	0.41446683	38	279990
in/pp			0.38185766	1	7576
in/prep	-0.37099516	236.0	-0.12847263	747	9492181
in_check_balie/noun	5.466769	2.0	4.5556564	2	234
in_korting/noun			4.6182814	1	109
in_wacht/verb			5.5295253	1	45
in_werk_periode/noun			6.0110364	1	27
inbegrepen/adj	3.6868634	1.0	2.7751212	1	705
inbegrepen/prep			1.8393307	2	3569
inbraak/noun			0.77548456	3	15987
inbreker/noun			-0.053162247	1	12476
inbreng/noun			0.5528308	1	6379
inburgering/noun			2.0132775	1	1506
inch/noun	6.327078	10.0	5.942726	17	495
inch_formaat/noun			8.613726	1	2
incident/noun			-0.55395216	1	19450
incluis/prep	2.9579587	1.0	2.0441043	1	1443
inclusief/adj	3.9925935	1.0	3.080139	1	511
inclusief/prep	2.0735667	4.0	1.565622	6	13921
inclusiewerking/noun			7.920579	1	4
indeling/noun			1.6870018	1	2057
inderdaad/adv			-1.6145741	1	55695
indiaan_festival/noun	9.127657	1.0	8.208261	1	3
indien/comp	0.23440984	1.0	0.011819485	2	21893
individueel/adj	0.8266571	2.0	1.1660643	7	24229
indruk/noun			-0.7831572	2	48582
indrukwekkend/adj			-0.40899783	1	16777
inear/noun			9.306873	1	1
infarct/noun			3.6586034	1	290
info/noun	0.9385161	4.0	0.6199553	7	43657
info/prefix			5.2963634	2	111
info_avond/noun	3.1499317	1.0	2.2421997	1	1217
informatie/noun	-0.20641218	2.0	0.49433708	10	68182
informatie_uitwisseling/noun			3.705308	1	272
informatie_verspreiding/noun			6.8219666	2	24
information/name			5.127881	1	66
infrarood/noun			4.501214	1	123
infrarood_poort/noun			5.783458	1	34
infrarood_sen_oor/noun			6.14351	1	24
infusen/noun	5.6400266	1.0	5.424279	2	99
infuus/noun	3.7338395	1.0	2.8186567	1	661
infuus_pomp/noun			6.274327	1	21
ingang/noun	0.89667976	1.0	1.3748431	4	11299
ingebouwd/adj	4.4716477	6.0	4.0676956	10	1897
ingebruikname/noun			3.03117	1	538
ingeslagen/adj	3.243754	1.0	2.3341732	1	1083
ingewikkeld/adj			-0.024050748	1	11392
ingreep/noun			-0.21936129	1	13846
inheems/adj			1.6802787	1	2073
inhoud/noun	0.32815188	1.0	0.51340777	3	20067
inhoudelijk/adj			0.16620448	1	9407
initiatie/noun	4.066381	1.0	3.8441012	2	474
initiatief/noun	-0.41565895	1.0	0.46232298	6	41957
initiatiefnemer/noun			1.6365068	3	6486
initiator/noun			3.5503402	1	319
inkijk_hoek/noun	8.839974	1.0	7.920579	1	4
inkomen/noun			-0.5803884	1	19874
inlichting/noun	0.8314841	1.0	1.0452391	3	12173
inline_hockey/verb	10.226269	1.0	9.306873	1	1
inlineskates/noun			6.612246	1	15
inmiddels/adv	-1.1456993	1.0	-1.3653716	2	87135
innocent/noun			6.3624344	1	19
innovatief/adj			2.0402205	1	1446
inrichting/noun			1.0035046	2	8161
inschatting/noun			1.986247	1	1523
inschrijving/noun			0.52327776	1	6645
inschrijving_prijs/noun	5.7058396	1.0	4.802076	1	92
inspanning/noun	0.34277987	1.0	0.121732675	2	19650
inspecteur/noun			1.1614614	2	6987
installatie/noun	2.2890058	4.0	1.7812512	6	11230
installeer/verb	2.7551477	5.0	2.3129632	8	8833
instap_kaart/noun			4.799316	1	91
instappen/name			7.515114	1	6
instelling/noun	-0.22854674	1.0	-1.1409497	1	34842
instemmend/adj	3.0034292	1.0	2.0915964	1	1382
instructeur/noun	3.1621509	1.0	2.2499654	1	1176
instructie/noun			1.2313683	1	3244
instrument/noun	0.6884338	1.0	1.1602764	4	13903
integraal/adj	1.710001	1.0	0.7982062	1	5007
integratie/noun			-0.1395862	1	12833
integreer/verb			0.5265929	1	6578
intellectueel/adj			0.5367136	1	6485
intelligent/adj	1.350772	1.0	1.1314522	2	7181
intelligentie/noun	2.1961033	1.0	1.2824038	1	3084
intens/adj			1.0133737	2	8061
intensief/adj			-0.14831352	1	12908
intensive/noun			3.328114	3	1208
intensive_care/noun	6.968172	1.0	6.058439	1	26
interessant/adj	-0.23791969	1.0	-0.052665632	3	35172
interesseer/verb			-0.38522336	1	16321
interface/noun			3.9526482	1	213
interieur/noun			0.342184	1	7893
interim/noun			2.7216675	1	737
intern/adj			0.15893495	2	18999
internationaal/adj	-0.23831442	3.0	-0.6372111	5	105805
internet/noun	-0.589908	1.0	0.11441168	5	50256
internet/verb			1.7950206	1	1913
internet_abonnement/noun			4.6401377	1	108
internet_café/noun	4.292864	2.0	3.391615	2	764
internet_computer/noun	5.875991	1.0	4.9624186	1	78
internet_gebruiker/noun	2.8986526	1.0	1.9892292	1	1540
interruptie/noun	5.084605	1.0	4.1734304	1	173
interview/noun			-1.062944	1	32398
interviewer/noun			1.8054044	1	1826
intimiteit/noun			1.5581112	1	2343
intro_scherm/noun			8.613726	1	2
introduceer/verb	1.1338255	1.0	1.608776	4	8952
introductie/noun	2.1112337	2.0	1.2003511	2	6723
introductiedag/name			8.613726	1	2
intussen/adv	0.7839837	4.0	0.96660614	12	50529
investeer/verb			-0.30551144	2	30441
investering/noun			-0.89061147	1	27153
invoer/noun			1.7153143	1	2010
inwoner/noun	-0.4350236	1.0	-0.6494653	2	43126
inzake/prep	0.80530286	1.0	-0.10797416	1	12365
inzet/noun	0.9453884	2.0	0.44029623	3	21549
inzicht/noun	1.7114451	3.0	1.085028	4	15000
inzittend/adj			0.86464065	1	4715
ir./name			2.1142023	1	1353
ironisch/adj			0.7344156	1	5320
irritant/adj			1.685923	1	2067
ist/name			2.888182	1	622
ja/tag			-1.8278071	1	69377
jaar/noun	-0.7806409	26.0	-0.21272361	114	1574348
jaarlijks/adj	1.1217729	6.0	0.61753875	9	54221
jacht/noun			0.1068458	1	10136
jaloezie/noun			1.3430479	1	2920
jat/verb			1.9536952	1	1599
je/det	0.7661949	12.0	0.76982576	30	154475
je/pron	0.45482108	65.0	0.42864743	158	1142105
jeugd/noun	0.8558702	3.0	0.63969225	6	35564
jeugd/prefix	3.529852	1.0	3.316722	2	813
jeugd@liedekerke.be/noun			7.8599544	1	5
jeugd_beweging/noun	3.1295474	2.0	3.135987	5	2434
jeugd_centrum/noun	3.2574184	1.0	3.449607	3	1076
jeugd_consulent/noun			4.0183535	2	410
jeugd_dienst/noun	4.2856746	7.0	4.623354	24	2699
jeugd_festival_kamp/noun			9.306873	1	1
jeugd_foto/noun	5.729241	1.0	4.812076	1	90
jeugd_huis/noun			0.6534722	1	5892
jeugd_huis/verb			5.088101	1	69
jeugd_huis_werking/noun			5.489161	1	47
jeugd_kam_pen/noun	6.4975677	1.0	6.3011904	2	42
jeugd_kamp/noun	5.226526	1.0	4.319165	1	150
jeugd_lokaal/noun			2.9122796	1	621
jeugd_opleiding/noun			1.8735317	1	1718
jeugd_raad/noun	2.9166799	2.0	2.9314737	5	3061
jeugd_raad_voorzitter/noun			4.750893	1	98
jeugd_reclassering/noun	6.5373893	1.0	5.617994	1	40
jeugd_reis/noun	9.533122	1.0	8.776245	1	2
jeugd_schepen/noun	3.9402707	1.0	3.7252584	2	543
jeugd_vereniging/noun	2.7397256	1.0	2.5277185	2	1806
jeugd_vorming_instituut/noun			9.306873	1	1
jeugd_werk/noun			3.349224	2	788
jeugd_werk_beleid_plan/noun			3.2397215	1	440
jeugd_werking/noun	2.67272	1.0	1.7656941	1	1922
jeugdconsulente/noun	5.2139683	1.0	4.3062882	1	151
jeugdwerk/name	8.280358	1.0	7.360963	1	7
jezelf/pron	0.8817363	1.0	1.3551027	4	11471
jij/pron	0.15715027	1.0	-0.06319799	2	23694
job/noun	0.18410139	1.0	-0.02964159	2	23143
job_student/noun	4.351104	3.0	4.1404696	6	1102
jointjes/noun			5.511384	1	45
jong/adj	0.59583616	13.0	0.114381656	20	199012
jongeman/noun	0.9256536	1.0	0.7070591	2	11070
jongen/noun	-0.091218196	3.0	0.20061746	10	91223
jongen_DIM/noun			1.0761628	3	11495
jongere/noun	1.4026786	14.0	1.8235704	53	95975
jongere_reis/noun			7.004288	1	10
jongere_vakantie/noun	7.8059006	1.0	6.899928	1	12
jongere_werking/noun			4.096841	1	186
jongerenpartnership/noun			8.208261	1	3
jongmens/noun			1.7683516	1	1908
joods/adj			-0.6885986	1	22180
jou/pron	1.6352676	2.0	1.1273463	3	10802
journalist/noun	-0.45439398	1.0	-0.26680043	3	43825
jouw/det			0.41664165	1	7312
joystick/noun			4.766508	2	190
juffrouw/noun			2.0858777	1	1384
juist/adj			-0.7287035	3	69134
juist/adv			-1.4572444	1	47651
jukebox/noun			3.1765165	1	477
juli/noun	0.9320929	6.0	1.1238343	18	65643
juli_week/noun			6.761342	1	13
jullie/pron			-0.20520563	2	27281
jungle/noun			2.1416695	2	2631
juni/noun	-1.0043833	1.0	-1.2184105	2	75845
juridisch/adj			-0.7818899	1	24425
jury_lid/noun	2.0190713	1.0	1.1070106	1	3687
justitie/noun	-0.15909694	1.0	-1.0655972	1	32681
juwelier/noun			1.4887044	1	2577
k/noun			1.9132409	1	1661
kaal/adj	1.287934	1.0	1.068409	2	7651
kaart/noun	-0.7115992	1.0	0.17237857	6	56572
kaas/noun			0.40669227	1	7440
kabaal/noun	3.2067485	1.0	2.9866445	2	1124
kabel/noun	2.460311	3.0	2.0620172	5	7112
kabel_DIM/noun	5.69906	2.0	4.779935	2	185
kabinet/noun			-0.9517016	2	58468
kabouter/noun			2.1201613	1	1353
kade/noun			1.6809124	1	2071
kader/noun			0.89018565	2	9129
kadrering/noun			5.0873656	1	68
kaduke/adj	6.64275	1.0	5.7345276	1	36
kalf_DIM/noun	3.7691066	1.0	2.8590128	1	641
kamer/noun	-0.13189857	1.0	1.2573153	10	31600
kamer_DIM/noun	2.5355256	1.0	1.6201142	1	2192
kamer_decor/noun	9.533122	1.0	8.613726	1	2
kamp/noun	1.7561868	4.0	1.7602843	10	19142
kamp/verb			0.15581317	2	19190
kamp_leid_ster/noun			7.6974354	1	5
kampioen/noun			-0.24610372	3	43296
kan/verb	0.36187956	102.0	0.41934934	269	1969534
kan_terecht/verb	0.25965387	1.0	0.95883024	5	21357
kanaal/noun	1.0748693	1.0	0.16551854	1	9471
kandidaat/noun	0.117755815	2.0	0.59500796	8	49442
kandidaat_begeleider/noun			7.004288	1	10
kandidatuur/noun	1.4777654	1.0	0.56645644	1	6333
kano_varen/noun	6.0576673	1.0	5.1677146	1	69
kans/noun	-1.818949	1.0	-1.6323297	3	170934
kant/noun			-2.0581646	1	86945
kantine/noun			0.78461283	1	5100
kantoor/noun	-0.05734471	1.0	-0.9687157	1	29370
kantoor_DIM/noun	3.1897905	1.0	2.968986	2	1140
kantoorbenodigdheden/noun			4.5728703	1	114
kantoorwandje/noun			9.306873	1	1
kapitein/noun			0.2570009	1	8650
kapot/adj			0.7768625	2	10273
kapot/part			1.7354767	1	1966
kar_DIM/noun	2.7060342	1.0	1.7925094	1	1849
karaoke/noun			3.64896	1	291
karaoke_artiest/noun			8.613726	1	2
karton/noun	2.6327057	1.0	1.719588	1	1991
kartonnen/adj	2.6388316	1.0	1.7248478	1	1984
kassa/noun			1.1859326	3	10307
kast/noun	1.6214998	2.0	0.7098342	2	10959
kast_DIM/noun	2.446802	1.0	1.5320175	1	2399
kast_plank/noun	8.043031	1.0	7.842461	2	9
kasteel_kamer/noun			7.2656527	1	8
kat/noun			0.96702194	3	12782
kat_bak/noun			4.3861628	1	140
kauw/prefix			8.208261	1	3
keeper_training/noun			4.986722	1	77
keer/noun	-0.6940754	5.0	-0.5759473	14	277310
keer/verb			-0.48274276	1	18090
keer_om/verb			1.2240849	1	3278
keer_terug/verb	0.4961802	3.0	0.2816633	6	50783
keer_toe/verb			1.472382	1	2563
kegel/noun			2.9557257	1	578
keizerlijk/adj			2.3347356	1	1078
ken/verb	-0.55140895	3.0	-0.16528061	11	144534
kenmerk/noun			1.3839597	2	5557
kenner/noun			0.63841057	1	5888
kennis/noun			-1.0814974	1	32750
kennis/part	1.4653454	1.0	1.2454416	2	6402
kennis_centrum/noun	4.0305886	1.0	3.1181984	1	495
kennismaking/noun	2.0578887	1.0	1.1454268	1	3548
kerel_DIM/noun			2.8335228	1	653
kermis/noun			1.2475337	2	6534
kern/noun			-1.1053654	1	33587
kern_cijfer/noun			5.2034035	1	61
kern_groep/noun			4.0622206	1	191
kers/noun			1.6723667	1	2097
kerst_feest/noun	3.616246	1.0	2.7145824	1	756
kerst_man/noun			2.138332	1	1355
keten_vast/verb	3.933543	1.0	3.0189216	1	544
keuken/noun			-0.60585654	1	20391
keuken_DIM/noun			3.9984818	2	407
keur_goed/verb			-0.7630034	1	24094
keurig/adj			0.66829896	2	11400
keuring/noun			1.5398844	1	2396
keuze/noun			-1.5493836	1	52416
keyboard/noun	5.6099114	3.0	5.386882	6	304
kickboards/noun	8.616831	1.0	7.6974354	1	5
kidnap_pers/noun	4.5141873	1.0	3.6040912	1	304
kier/noun			2.1472313	1	1306
kies/verb	0.5151845	7.0	0.054995723	11	116271
kietel_dood/noun			7.227432	1	8
kiezel/noun			3.6045918	1	302
kiezer/noun	0.05704764	1.0	-0.8532411	1	26234
kijk/noun			0.5334731	1	6542
kijk/verb	1.7097704	28.0	1.2482607	44	140629
kijk_DIM/noun			1.480899	2	5065
kijk_aan/verb	0.84997976	1.0	-0.06472683	1	11844
kijk_af_stand/noun			8.390582	2	5
kijk_doos/noun			3.9413645	1	216
kijk_gat/noun	5.6645284	1.0	4.751944	1	96
kijk_heen/verb			2.113939	1	1344
kijk_mee/verb			2.7770529	2	1389
kijk_op/verb			1.0816647	2	7547
kijk_terug/verb			0.8763823	1	4637
kijk_toe/verb	1.2876551	1.0	0.37874985	1	7669
kijk_uit/verb			0.094449975	2	20305
kijker/noun			0.38601983	4	30365
kikker-/noun			8.613726	1	2
kil/adj			1.0678343	1	3832
kilo_meter/noun	-1.4103246	1.0	-2.3229175	1	113570
kind/noun	1.8498449	70.0	2.0129337	205	305978
kind_DIM/noun			1.8466418	4	7065
kind_arts/noun			2.502314	1	913
kind_schoen/noun	3.2505045	1.0	3.0324407	2	1080
kind_vriendelijk/adj			2.5190845	1	909
kinderactiviteiten/noun	5.8241334	1.0	4.91119	1	82
kinderanimatie/noun	3.5278466	1.0	3.7168195	3	815
kinderatelier/noun			4.8490434	1	88
kinderboerderij/noun	3.84477	2.0	3.8569942	5	1205
kinderclub/noun	6.2009172	1.0	5.2922935	1	56
kinderdagverblijf/noun			2.4443767	2	1962
kindernamiddag/noun			4.1790476	1	172
kinderopvang/noun	3.1857324	7.0	3.2836168	19	8147
kinderparadijs/noun			4.671659	1	106
kinderski/noun			9.306873	1	1
kinderskilesjes/noun	10.226269	1.0	9.306873	1	1
kinderverplegers/noun	10.226269	1.0	9.306873	1	1
kinderverzorgsters/noun			4.529853	1	120
kinesist/noun	3.3516827	1.0	2.439055	1	972
kiosk/noun	2.6947165	1.0	1.7845541	1	1884
kist/noun	1.7041129	1.0	0.7915918	1	5043
klaag/verb	0.015420611	1.0	-0.8959372	1	27363
klaar/adj	-0.44612548	1.0	-0.65651166	2	43586
klaar/fixed	2.7769308	5.0	2.0490305	6	8643
klacht/noun	-0.5497222	1.0	-0.7647229	2	48285
kladden/noun			4.3325562	1	147
klank_band/noun	5.2375383	1.0	4.319165	1	147
klant/noun	-0.985016	1.0	0.04865326	7	74277
klant_DIM/noun			6.23882	1	22
klap/noun	0.015443592	1.0	-0.8914254	1	27360
klap_stoel_DIM/noun			3.8653216	1	233
klap_uit/verb	4.9898267	1.0	4.075497	1	188
klap_vee/noun			5.5561934	1	43
klapwiek/verb	6.0197124	1.0	5.105919	1	68
klas/noun			-0.38985154	1	16450
klaslokaal/noun			1.8381317	1	1778
klasse/noun			-1.2103801	1	38376
klasse_hotel/noun			5.816445	1	33
klassiek/adj	1.6653013	7.0	1.0034523	9	36721
klauter_toestand/noun			9.306873	1	1
klavier/noun	3.8497543	1.0	4.3246374	4	590
kleding/noun	0.85862553	1.0	0.6398558	2	11749
kleed/noun			0.4711826	2	13894
kleedkamer/noun			0.24261694	1	8713
kleef_elektrode/noun			8.613726	1	2
klei/noun			1.6591587	1	2113
klein/adj	0.834637	19.0	0.6670224	40	228937
kleine/det	1.4141139	1.0	0.5022404	1	6738
kleintje/noun			1.1230012	1	3636
klem/fixed			2.0722272	1	1414
klets/adj	5.7072015	1.0	4.799316	1	92
kleur/noun	1.2190816	4.0	1.2227424	10	32796
kleur/verb			0.74747336	1	5375
kleur_boek_DIM/noun			6.741924	1	13
kleur_echtheid/noun			6.9319673	1	11
kleur_potlood/noun			4.3912816	1	139
kleur_scherm/noun			4.1524262	1	174
kleur_streep/noun			7.2853255	1	8
kleur_vlak/noun			3.9936671	1	204
kleurig/adj			1.4884027	1	2506
kleurrijk/adj	1.430838	1.0	0.51934755	1	6652
kleuter/noun	2.1142282	2.0	2.460583	7	6807
kleuter_dag_verblijf/noun			6.267124	1	21
kleuter_werking/noun			7.149314	1	9
klik/verb	2.4086936	2.0	1.4952642	2	4997
klik_DIM/noun			5.3594832	1	53
klim_muur/noun			4.2215943	2	330
klimaat/noun	0.95529205	1.0	0.042731408	1	10669
klink/verb	-0.82101953	1.0	0.21298556	7	63033
klok/noun	2.123632	3.0	1.2120064	3	9957
klok_mechanisme/noun	9.533122	1.0	8.613726	1	2
kloof/noun			-0.29284358	1	14908
kloon_pc/noun			6.6678157	1	14
klop/noun			2.7408338	1	718
klop_aan/verb			0.67865753	1	5637
kluister/verb	4.1092734	2.0	3.1961823	2	911
kluwe/noun			7.566407	1	6
knal/verb	1.3616104	1.0	0.4519086	1	7168
knap/adj			-0.664266	1	21689
knap/verb			2.500597	1	916
knap_op/verb	1.5178769	1.0	0.60669196	1	6103
knars_beweging/noun			9.306873	1	1
knel/verb	2.9131317	1.0	1.9961894	1	1502
knie/fixed			1.6190822	1	2201
knie/noun			0.058871	2	20998
knik/verb			0.6673296	1	5709
knikker_spel/noun			7.227432	1	8
knoei/verb			1.76588	1	1926
knoop_aan/verb			1.5626066	1	2340
knop/noun	1.7124563	1.0	1.493019	2	4998
knop_DIM/noun	3.1848571	1.0	2.9633882	2	1148
knuffel/noun			2.318414	1	1108
knuffel_ruimte/noun			8.613726	1	2
knuppel/verb	5.8149867	1.0	4.902596	1	83
knus/adj			1.9346923	1	1610
knutsel/verb	3.172089	2.0	3.5119667	7	2333
knutsel_aanbod/noun			9.306873	1	1
knutsel_ruimte/noun			6.741924	1	13
knutsel_techniek/noun			8.208261	1	3
knutsel_werk_DIM/noun			5.1741095	1	64
koe_DIM/noun			3.7379563	1	264
koek_DIM/noun			1.4236907	1	2690
koek_reclame/noun			9.306873	1	1
koel/adj			1.041834	2	7902
koer_grafiek/noun	6.0518813	1.0	5.138659	1	65
koers/noun	0.14547744	2.0	-0.7639069	2	48021
koffer_DIM/noun			2.3908026	1	1022
koffie/noun			-0.4552956	1	17577
koffie_zet/verb			6.0147467	1	27
kogel_vrij/adj			3.170551	2	941
kom/adj	-1.120819	1.0	0.53984535	13	85068
kom/verb	-0.19087444	29.0	-0.14040013	76	973909
kom_aan/verb	-0.120850354	1.0	0.06406078	3	31295
kom_af/verb	1.0476125	1.0	0.13403739	1	9744
kom_bij/adj			-0.42133495	1	16972
kom_binnen/verb	0.28934646	1.0	1.1672552	6	20773
kom_gereed/verb			3.9863052	1	206
kom_in/adj	3.8784418	1.0	2.9656324	1	572
kom_in/verb			0.47666648	1	6923
kom_langs/verb			1.1118431	2	7312
kom_mee/verb	2.753839	1.0	1.838988	1	1769
kom_op/adj	2.473182	1.0	1.5612861	1	2337
kom_op/verb	0.6736782	1.0	-0.23886028	1	14162
kom_over/verb	0.5330317	1.0	-0.3808653	1	16274
kom_samen/verb	1.5242156	1.0	0.6098031	1	6032
kom_terecht/verb			-1.3460237	1	42714
kom_terug/verb			-1.0522528	1	31961
kom_toe/verb	1.0347673	1.0	0.1217737	1	9867
kom_uit/verb	-0.6147229	1.0	-0.83324754	2	51341
kom_voor/verb			-1.1100291	1	33801
kom_voorbij/verb			1.5678406	1	2318
kom_voort/verb	1.4334345	1.0	0.51918733	1	6609
kom_vrij/verb	1.7287937	2.0	0.8174058	2	9857
komst/noun	0.8011245	2.0	0.29815134	3	24928
kondig_aan/verb			-0.7145596	2	45564
koninklijk/adj	0.629867	1.0	-0.27715263	1	14835
koolzuur/prefix			9.306873	1	1
koop/adj	1.4065572	2.0	0.5041252	2	13662
koop/noun			1.3313944	1	2956
koop/verb	-0.4585428	2.0	-1.3695618	2	88151
koop_aan/verb			1.5585157	4	9370
koop_bij/verb	3.5891745	1.0	2.6785011	1	770
koop_in/verb	1.8351775	1.0	0.9225145	1	4435
koopwaar/noun	3.403663	1.0	2.491014	1	922
koord_DIM/noun			4.116141	1	181
kop/noun			-1.32485	1	42106
kop_DIM/noun			0.535759	1	6573
kop_telefoon/noun	4.961314	4.0	4.860503	9	777
koper/noun	0.7969636	1.0	-0.1148539	1	12519
koploper/noun			0.30352622	1	8310
koppel/verb	1.366639	2.0	0.45252228	2	14136
koppel_los/verb	4.047936	2.0	3.13439	2	966
koppeling/noun			1.621193	1	2197
korps/noun			0.38183105	1	7606
korps_leiding/noun			2.7527974	1	720
kort/adj	-1.3664494	1.0	-0.48576987	6	112646
kort/fixed			3.3383574	2	793
kort/pp	1.6377089	1.0	0.726893	1	5395
kost/noun			-1.150021	1	35227
kost/verb	0.33021504	5.0	0.298288	12	100118
kost_prijs/noun	1.2595139	1.0	0.34801796	1	7855
kostbaar/adj	1.3596343	1.0	0.4483979	1	7128
kostelijk/adj	3.438142	1.0	3.2197576	2	892
kosten/noun	1.0142984	2.0	0.101882085	2	20091
kostuum_film/noun	4.9851832	1.0	4.0696335	1	190
kraak/verb			0.60718346	1	6136
kracht/adj			0.57521397	1	6288
kracht/noun	-0.56003803	1.0	-1.4724914	1	48516
krachtig/adj	0.5177854	1.0	0.2983981	2	16515
krap/adj			0.5230326	1	6620
kreeft/noun			1.9773858	1	1542
kreet/noun	2.118737	1.0	1.2059988	1	3341
krijg/verb	-0.19909966	22.0	-0.090350255	61	746610
krijg_door/verb	3.8441355	2.0	2.9287865	2	1186
krijg_mee/verb			0.23640426	1	8757
krijg_terug/verb	1.1271114	1.0	0.2183954	1	9032
krijg_uit/verb			3.2324471	1	437
krik_op/verb			1.0419949	1	3961
krioel/verb			2.6556244	1	782
kristal/noun			3.0331945	2	1077
kritiek/adj	1.9991939	1.0	1.0937896	1	3780
kritisch/adj			-0.5958391	1	20217
krokus_vakantie/noun			2.7350104	1	737
krols/adj			4.7112484	1	100
kroon/noun			0.3518574	1	7869
kroonluchter/noun			2.8501036	1	643
kroost/noun	2.6742284	1.0	1.7614834	1	1915
kruip/verb			1.2845216	4	12350
kruk_DIM/noun	4.6993227	1.0	3.7854123	1	252
krul/noun			2.264762	1	1155
kuip_stoel_DIM/noun			4.5728703	1	114
kunst_DIM/noun			2.1777358	2	2536
kunst_handel/noun			2.640871	1	800
kunst_richting/noun			5.1332555	1	66
kunst_techniek/noun			6.3624344	1	19
kunst_video/noun	7.1817465	1.0	6.2623506	1	21
kunst_werk/noun	0.65488553	1.0	0.43817487	2	14455
kunstenaar/noun	0.60083205	3.0	1.155633	13	45774
kus/noun			1.6042042	1	2262
kust/noun	1.1627042	2.0	0.25505972	2	17363
kwaad/adj			-0.3621539	1	16032
kwalificatie/noun			0.13470207	1	9765
kwalitatief/adj	1.7907467	1.0	0.87625146	1	4613
kwaliteit/noun	0.822157	4.0	0.92087746	11	48735
kwart/noun	0.2701532	1.0	-0.640088	1	21232
kwartaal/noun			-1.0464759	1	31892
kwartet/noun			1.1322408	1	3579
kwartier/noun	0.33300835	1.0	0.111841895	2	19843
kwestie/noun			-1.2648847	1	39477
l3/noun			8.208261	1	3
la/name			-0.17299038	1	13253
laad_af/verb	4.784934	1.0	3.8709702	1	231
laag/adj	0.09711336	4.0	-0.12087181	8	100679
laag/noun			0.3706013	1	7651
laag_seizoen/noun			4.3552804	1	142
laat/adj	-1.3231978	5.0	-0.51287156	28	520541
laat/verb	-0.4490965	12.0	-0.26319808	36	521724
laat_achter/verb	0.5738582	1.0	0.35479525	2	15666
laat_los/verb			0.84391445	2	9612
labo/noun			2.700696	1	751
laboratorium/noun			0.612639	1	6037
laboratorium_onderzoek/noun			4.0221477	1	200
lach/adj			1.6670866	3	6329
lach/verb			0.21085334	5	45320
lading/noun			0.8949794	2	9123
laken/noun			1.0691029	1	3815
lamp/noun			0.5403152	1	6504
land/adj			4.260549	1	158
land/noun	-1.296855	3.0	-1.9213703	4	304215
land/verb	2.0761437	2.0	1.1703476	2	6986
